번호,데이터고유번호,기관기업고유번호,기술명칭,도시,직위
1575,91301,75281,A NOVEL PYROELECTRIC MATERIAL FOR RF AND MICROWAVE APPLICATIONS,israel, 
1576,91341,75281,Method for Extracting and Upgrading Heavy Oil and Other Heavy Hydrocarbons,israel, 
1577,91342,75281,Isotope Separation by Excitation of Wavepackets,israel, 
1578,91343,75281,Nano-lithography using squeezed atomic and molecular states ,israel, 
1579,91344,75281,Nano-lithography using squeezed atomic and molecular states ,israel, 
1580,91345,75281,On-Chip Synthesis of Biomolecules ,israel, 
1581,91916,75281,Molecular Controlled Semiconductor Device,israel, 
1582,91918,75281,Molecular Electro-Optical Devices ,israel, 
1583,91921,75281,Water Treatment in Aerobic Conditions,israel, 
1584,92222,86908,Assays for promoter operability in central nervous system cells,Paris, 
1585,92223,86908,Circular DNA expression cassettes for gene transfer,Paris, 
1586,92224,86909,Powder mixture for resorbable calcium phosphate biocements,Berlin, 
1587,92225,86910,Polyolefin articles,Ferrara, 
1588,92226,34003,"Production of chlorofluorocarbon-free, urethane-containing moldings having a cellular core and a compacted peripheral zone",Ludwigshafen, 
1589,92227,34003,ASA molding compounds for producing shaped parts,Ludwigshafen, 
1590,92228,34003,Biodegradable polyesteramide and a process of preparing,Ludwigshafen, 
1591,92229,34003,"Biodegradable polymers, preparation thereof and use thereof for producing biodegradable moldings",Ludwigshafen, 
1592,92230,34003,"Biodegradable polymers, preparation thereof and use thereof for producing biodegradable moldings",Ludwigshafen, 
1593,92241,34003,Catalyst extrudates based on copper oxide and their use for hydrogenating carbonyl compounds,Ludwigshafen, 
1594,92242,34003,Flameproofed thermoplastic polyesters,Ludwigshafen, 
1595,92243,34003,Low individual color thermoplastic molding material,Ludwigshafen, 
1596,92244,34003,Moulding materials with a polyarylene ether sulfone and aliphatic polyamide base,Ludwigshafen, 
1597,92245,34003,Polyarylethersulphone and polyamide-based thermoplastic mouldable masses with improved processing characteristics,Ludwigshafen, 
1598,92246,34003,"PPE/PA molding materials for the production of moldings by means of blow molding, profile extrusion and pipe extrusion",Ludwigshafen, 
1599,92247,34003,"Production of chlorofluorocarbon-free, urethane-containing moldings having a cellular core and a compacted peripheral zone",Ludwigshafen, 
1600,92248,34003,Thermoplastic molding compositions based on polyamides and thermoplastic polyester elastomers,Ludwigshafen, 
1601,92249,34003,"Thermoplastic moulding compounds based on vinyl aromatic polymers with syndiotactic structure, low-viscosity polyamides and polyphenylene ethers modified with polar groups",Ludwigshafen, 
1602,92250,34003,Use of high-molecular polyester moulding materials,Ludwigshafen, 
1603,92251,34002,"Flameproofed, readily crystallizing polyethylene terephthalate molding compounds",Leverkusen, 
1604,92252,34002,Flame-resistant polycarbonate ABS molding materials,Leverkusen, 
1605,92261,34003,Low individual color thermoplastic molding material,Ludwigshafen, 
1606,92262,34003,Moulding materials with a polyarylene ether sulfone and aliphatic polyamide base,Ludwigshafen, 
1607,92263,34003,Polyarylethersulphone and polyamide-based thermoplastic mouldable masses with improved processing characteristics,Ludwigshafen, 
1608,92264,34002,Flame-resistant polycarbonate molding compounds for extrusion applications,Leverkusen, 
1609,92265,34002,Flame-resistant reinforced polycarbonate ABS moulding materials,Leverkusen, 
1610,92266,34002,Gel-containing rubber mixtures with inorganic peroxides,Leverkusen, 
1611,92267,34002,Polycarbonate/ABS molding compounds,Leverkusen, 
1612,92268,34002,Rubber gels and rubber compounds containing phenolic resin adducts,Leverkusen, 
1613,92269,34002,"Use of polyarylene sulphides for the production of a structural foam resistant to high temperatures, process for the preparation of this foam, and moldings obtainable by this process",Leverkusen, 
1614,92270,34002,Water vapor-permeable coating composite,Leverkusen, 
1615,92281,86911,Surface plasmon resonance-mass spectrometry, UPPSALA, 
1616,92301,86911,Surface regeneration of biosensors and characterization of biomolecules associated therewith,UPPSALA, 
1617,92321,30027,System for validation and interpreting results of antimicrobial susceptibility tests of micro-organisms,l'Etoile, 
1618,92322,86912,Apparatus for the controlled generation of ultraviolet rays for focused micro stimulation of cells, Milano, 
1619,92324,86913,Optical fiber sensor based on the excitation of surface plasmon,Zaragoza, 
1620,92325,86915,Intracellular expression of carboxypeptidase G2 in a nitrogen mustard prodrug system,LONDON, 
1621,92326,86915,Surface expression of enzyme in gene directed prodrug therapy,LONDON, 
1622,92327,86915,Enzyme activated self-immolative n-substituted nitrogen mustard prodrugs,LONDON, 
1623,92328,86916,Mesoporous organic-inorganic hybrid materials for separating gases,Paris, 
1624,92329,86916,Mesoporous organic-inorganic hybrid materials for separating gases,Paris, 
1625,92330,86916,"Substance with lipo-oligosaccharide structure capable of acting as plant-specific symbiotic signals, processes for producing them and their applications",Paris, 
1626,92331,86917,Artificial dermis and production method therefor,Madrid, 
1627,92332,86918,Particle characterization apparatus,Farum, 
1628,92333,86920,Electrically conductive PTFE tape,Cedex, 
1629,92661,75281,Organic Dyes ,israel, 
1630,92662,75281,Highly Conductive Polymers  ,israel, 
1631,92663,75281,A New Catalyst for producing Amides from Alcohols ,isreal, 
1632,92664,75281,From Hydrophobic to Hydrophyllic and back again ,israel, 
1633,92665,75281,Catalytic Reduction of Water ,israel, 
1634,92666,75281,Conductive Inorganic Fullerenes and Nanotubes ,israel, 
1635,92667,75281,Core-Shell Inorganic Nanotubes ,israel, 
1636,92668,75281,Core-Shell Inorganic Nanotubes ,israel, 
1637,92669,75281,Magnetic Lithography ,israel, 
1638,93043,75281,Production of Amines from Alcohol and Amonia ,israel, 
1639,93044,75281,High Efficiency Solar Receiver for Industrial Applications ,israel, 
1640,93045,75281,Method for Extracting and Upgrading Heavy Oil and Other Heavy Hydrocarbons ,israel, 
1641,93046,75281,Water Treatment in Aerobic Conditions ,israel, 
1642,93529,76872,제남시 고신기술산업 생산치 최초로 2천억위엔 돌파 ,산동성 제남시, 
1643,93530,76872,녕파시 기술수출 빠른 상승 ,절강성 녕파시 , 
1644,93531,76872,중국 호북성 최초 61개 창신형기업 선정,호북성, 
1645,93532,76872,감숙성 181건의 과학기술성과 3년간 이윤 증가가 172억위엔,감숙성, 
1646,93533,76872,2011년 자동차시장 신 동향,천진시 , 
1647,93534,76872,지능형 레이저MIG복합열원 용접플랫폼 연구제작에 성공,북경, 
1648,93536,76872,장비제조업 1조위엔 매출,요녕성, 
1649,93961,75281,Super Pyroelectricity ,israel, 
1650,93962,75281,Organic Dyes ,israel, 
1651,93963,75281,Highly Conductive Polymers ,israel, 
1652,93964,75281,A New Catalyst for producing Amides from Alcohols,israel, 
1653,93965,75281,From Hydrophobic to Hydrophyllic and back again ,israel, 
1654,95121,75281,Synthetic carbon fixation pathidays ,israel, 
1655,95141,75281,Super-Paramagnetic Clustering Of Data ,israel, 
1656,95142,75281,A Multiscale Computed Tomography (CT) Method  ,israel, 
1657,95143,75281,Private Information Retrieval ,israel, 
1658,95144,75281,Certificate Revocation And Certificate Update ,israel, 
1659,95145,75281,Neuron Phase-Locked Loops (nPLL) ,israel, 
1660,95146,75281,Secure And Efficient Metering ,israel, 
1661,95147,75281,"An Architecture For Privacy Preserving Negotiations, Auctions And Mechanism Design ",israel, 
1662,95201,37595,Forced Evolution Approach to Generate Pharmaceuticals Compounds ,israel, 
1663,95221,37595,Development of a novel SPR based technique as means to study bio-recognition processes in living cells ,israel, 
1664,95222,37595,Water-Dispersible Powders Composed of Nanoparticles of Insoluble Organic Compounds ,israel, 
1665,95223,37595,Probiotic Bacteria to Treat Inflammatory Conditions ,israel, 
1666,95224,37595,Algorithm for Enhanced Sentiment Analysis,israel, 
1667,95225,37595,Attenuated EPEC/EHEC probiotic bacteria ,israel, 
1668,95226,37595,Enhanced Production of Conductive and Opto-Electrical Coatings for Particulates ,israel, 
1669,95227,37595,High Efficiency Silicon Solar Cells,israel, 
1670,95583,75281,Spatio-Temporal Alignment of Video Sequences ,israel, 
1671,95584,75281,Alignment of Non-Overlapping Sequences,israel, 
1672,95585,75281,"Capturing, Analyzing and Running Behavioral Requirements: The Play-In/Play-Out Approach ",israel, 
1673,95586,75281,Increasing Space-Time Resolution in Video ,israel, 
1674,95587,75281,Method for Analyzing Data to Identify Circuit Motifs  ,israel, 
1675,96301,75281,Biological Nanocomputer,israel, 
1676,96302,75281,MolFit: A novel algorithm for predicting the structures of molecular complexes (docking procedures),israel, 
1677,96303,75281,Fast Multiscale Image Segmentation ,israel, 
1678,96304,75281,Animal Ethics Software ,israel, 
1679,96305,75281,Reactive Animation ,israel, 
1680,96502,96501,전 세계 강우량 추정 및 해양 오염을 추적하는 새로운 방법,Miami, 
1681,96941,75281,Automatic Translation Validation of Optimizing Compilers,israel, 
1682,96961,75281,Multiscale Segmentation by Combining Motion and Intensity Cues ,israel, 
1683,96981,75281,Sorting Points Into Neighborhoods (SPIN) ,israel, 
1684,96982,75281,Lineage Trees for Cells,israel, 
1685,97001,75281,Lineage Trees for Cells,israel, 
1686,97021,75281,Detection of Active Sites and Enzyme-Ligand Interfaces,israel, 
1687,102463,101861,중국 이산화탄소 검측 레이더시스템 개발완료 ,안휘성, 
1688,102466,34213,동력석탄 고급화기술과 고효율 연소 석탄보일러 기술개발,상해, 
1689,102467,34213,중국 고생물학 기초연구분야에서 중대한 성과 이룩,북경시, 
1690,102468,34213,석유업계 물리탐사기술 중점기술 프로젝트 개발에 성공,북경, 
1691,102470,34213,“선진전자 패키지용 고성능 동소재의 연구 및 산업화” 중점프로젝트가 검사에 통과,북경시, 
1692,102471,75281,Detecting Irregularities (such as suspicious movements) in Visual Data ...,israel, 
1693,102472,75281,Genomica: A Statistical Analysis and Visualization Tool for Genomic Data ...,israel, 
1694,102473,101901,XL 순 전동자가용 전기기계 및 제어시스템 ,천진, 
1695,102474,75281,3D Reconstruction of Faces and Other Objects ,israel, 
1696,102475,75281,  Noninvasive Mapping of Interstitial Fluid Pressure and Barriers to Drug Delivery  ,israel, 
1697,102476,34213,"석지(Rich Mineral Paper, RMP)프로젝트는 중국 저탄소경제 발전에 유리 ",안휘성, 
1698,102477,75281,Video Search ,israel, 
1699,102478,75281,Automatic Animation in Video and Still Images ,israel, 
1700,102479,79905,"에너지 절약, 오염방출 감소는 온수기의 미래발전 방향",청도, 
1701,102480,75281,Quantum Games ,israel, 
1702,102802,75281,Changing an Image Size without Information Loss ,israel, 
1703,102803,75281,Increasing resolution of an Image ,israel, 
1704,104701,87162,기능성을 갖게하는  EMF형 수소 센서와 그 응용,니이가타,교수
1705,105181,75281,A New Method For Tomato Gene Knockout And Mutant Isolation ,israel, 
1706,105182,37595,A Novel Fungal-Derived Molecule That Kills Phytophagous Pest Mites,israel, 
1707,105183,37595,An Expression Silencing System and Different Uses thereof (Yissum)  ,ISRAEL, 
1708,105184,37595,Attenuated Vaccine for Canine Ehrlichiosis (Yissum) ,israel, 
1709,105201,76622,Computerized literacy program ,israel, 
1710,105202,37595,Control of Color and Fragrance in Carnations ,israel, 
1711,105261,37762,나노구조를 관찰할 수 있는 파장 한계를 넘은 광학현미경 ,시즈오카,교수
1712,105342,105341,Detoxification of Tannins in Transgenic Plants,israel, 
1713,105343,37595,Controlled Release Formulations for Anionic Herbicides ,israel, 
1714,105344,105341,Domestication of the Marine Nudibranch Spurilla Neapolitana for Commercial Husbandry: Targeting the Marine Ornamental Industry,israel, 
1715,105345,37595,Edible Protective Food Coatings ,israel, 
1716,105346,37595,Featherless Broilers ,israel, 
1717,105421,37667,초임계수를 이용한 바이오매스 저온 가스화법,히로시마,조교
1718,105441,87681,실리콘 원칩 초소형 연료 전지,도쿄,부교수
1719,105521,75281,Glyphosate Resistant Seeds ,israel, 
1720,105522,37595,Hydrocolloid Carriers with Filler Material ,israel, 
1721,105541,105341,Inhibitors of Systemic Virus Spread in Plants,israel, 
1722,105542,105341,Novel Low-Lignin Plants ,israel, 
1723,105543,75501,Video-based livestock health monitoring,israel, 
1724,105581,105561,An Innovative Method for the Functionalization/ (Nano/Micro) Structuration of Parylene Film,israel, 
1725,105582,105561,Attaching Different Kinds of Proteinous Micropsheres to a Variety of Fabrics Using Ultrasound Radiation,israel, 
1726,105681,105561,Coating Artificial Nails for Producing Antimicrobial Nails ,israel, 
1727,105682,105561,Conducting Polymers for Surface Engineering in Biotechnology ,israel, 
1728,105683,105561,Covalent Modification of Parylene C Films using Hybrid Photoreactive Silica Nanoparticles ,israel, 
1729,105684,105561,Multifunctional Polybisphosphonates for Imaging and Therapy of Skeletal Disease ,israel, 
1730,105685,105561,Nanosized Bactericidal Agents for Greener Bacteria- Controlled Delivery ,israel, 
1731,105686,105561,Nickel-Cobalt alloys as current collectors and conductive interconnects and deposition thereof on transparent conductive oxides,israel, 
1732,105687,105561,Plasma Reduction of Metallic Ions in Solvents ,israel, 
1733,105688,105561,Solar Cells Arrangement ,israel, 
1734,105689,105561,"Sonochemical Coating of Textiles with Metal Oxides (ZnO, MgO, CuO) Nanoparticles for Producing Antimicrobial Fabrics ",israel, 
1735,105701,105561,Sonochemical Formation of RNA Microspheres ,israel, 
1736,105841,105561,Water Desalination and Purification by Nanoporous Carbon Electrodes,israel, 
1737,105842,34811,A Novel Process for Fabricating Boron Carbide-Copper Cermets ,israel, 
1738,105843,105341,Three-dimensional (3-D) Thin-Film Microbattery,israel, 
1739,105844,105341,Product Authentication using Nanoimprinting Lithography (NIL),israel, 
1740,105861,105341,pH modified UV treatment of Wastewater pesticidal and pharmaceutical residues ,israel, 
1741,105862,105341,Novel Method for High Quality Thin Film Deposition (Ramot),israel, 
1742,105881,105341,Energy Harvesting using Nanoantennas ,israel, 
1743,105882,105341,''Smart'' Textiles integrating Peptide Nanostructures ,israel, 
1744,105883,75501,Efficient synthesis of a polyacene monomer,israel, 
1745,105884,75501,Facile production method of novel family of highly catalytic tridentate ligand complexes,israel, 
1746,105941,75501,Liquid droplet elastomer ,israel, 
1747,105961,75501,Low-cost aerocellulose production; All-cellulose reinforced aerocellulose composite,israel, 
1748,105962,75501,Negative fullerene ion beams generation - method and apparatus ,israel, 
1749,105963,75501,Novel coolant for corrosion-protection of magnesium alloy engine parts,israel, 
1750,105964,75501,Novel durable tagging agents,israel, 
1751,105965,75501,Printable materials ,israel, 
1752,105966,75501,Production of iodides from carboxylic acids,israel, 
1753,105967,75501,Simplified fuel atomization ,israel, 
1754,105968,105561,Water Desalination and Purification by Nanoporous Carbon Electrodes ,israel, 
1755,105969,34811,A Novel Deep Vadose Zone Sampling Port VSP ,israel, 
1756,106521,37595,"Innovation summit to link Israeli, Canadian firms ",israel, 
1757,106541,37595,Hebrew University research holds promise for development of new osteoporosis drug,israel, 
1758,106542,37595,Video synopsis developer BriefCam wins WS Journal award,israel, 
1759,106621,37595,Blood Test Kit for Early Evaluation of Neuro-Immune Imbalance- Anxiety / PTSD Diagnosis Kit ,israel, 
1760,106622,37595,Use of Cannabinoids As Anti-Inflammatory Agents ,israel, 
1761,106623,37595,Artificial Vision for the Blind ,israel, 
1762,106624,37595,"Fragrant, Long-Lasting Rose Varieties ",israel, 
1763,106741,37595,New Varieties of Lisianthus ,israel, 
1764,106761,37595,Personalized Publishing ,israel, 
1765,106762,37595,Shift-Map Image Editing ,israel, 
1766,106763,37595,Exciting Method for Improved Image Composition ,israel, 
1767,106764,37595,New System for Protection against Web Site Attacks ,israel, 
1768,106765,37595,Controlled Release of Complex Fragrances and Aromas ,israel, 
1769,107382,37595,Novel Photocatalysts for Water Treatment and Purification ,israel, 
1770,107384,37595,Device for Improved Disinfection of Recirculated Water ,israel, 
1771,107421,105341,Three-dimensional (3-D) Thin-Film Microbattery ,israel, 
1772,107441,75501,Liquid droplet elastomer (Technion),israel, 
1773,107442,75501,Low-cost aerocellulose production; All-cellulose reinforced aerocellulose composite ,israel, 
1774,107443,75501,Negative fullerene ion beams generation - method and apparatus ,israel, 
1775,107444,75501,Novel coolant for corrosion-protection of magnesium alloy engine parts ,israel, 
1776,107445,75501,Novel durable tagging agents ,israel, 
1777,107582,75501,Printable materials (Technion) ,israel, 
1778,107583,75501,Production of iodides from carboxylic acids ,israel, 
1779,107584,75501,Simplified fuel atomization ,israel, 
1780,107585,105341,Novel Bioemulsifier for the Formulation Industry ,israel, 
1781,107586,105341,Increased Fungal Biomass for Bio Ethanol Production,israel, 
1782,107587,105341,Improved wind turbine airfoils with active flow control ,israel, 
1783,107588,105341,Identifying and Measuring Genotoxins in Water ,israel, 
1784,107589,105341,Harvesting Solar Energy: Hydrogen production by a semi-artificial photo-system ,israel, 
1785,107781,75501,Autonomous natural gas reformer for on-demand and on-site hydrogen generation,israel, 
1786,107782,75501,Novel transparent conducting electrodes ,israel, 
1787,107783,105561,All-Optical Integrated Logical Gates and Processors for Bio-Medical Applications ,israel, 
1788,107784,105561,Colossal Magnetoresistive Thin Films ,israel, 
1789,107841,105561,Cryptography for Secure Electronic Commerce,israel, 
1790,107842,76622,Internet-based technology for managing clinical trials,israel, 
1791,107843,76622,Museum guide ,israel, 
1792,107844,76622,Platform for the evaluation of macrophage reactivity in atherosclerosis and other inflammatory disorders ,israel, 
1793,107845,76622,TiMeDDx - diagnostic process support system ,israel, 
1794,107846,76622,Tool for Quantification of Space-Time Facial Features ,israel, 
1795,107847,105341,Algorithm for User Activity Anticipation,israel, 
1796,107848,105341,Display of High Dynamic Range Images on Conventional Displays ,israel, 
1797,107849,105341,Eye Gaze Correction for Video Conference ,israel, 
1798,107850,105341,Generating 3D video from standard 2D compressed video ,israel, 
1799,107851,105341,Smart Video Retargeting ,israel, 
1800,107944,75501,Asynchronous multi-band signal sampling,israel, 
1801,107949,75501,Compact and wideband tapered slot antenna for WPAN applications ,israel, 
1802,107951,75501,Gate diffusion inputs (GDI) circuit design ,israel, 
1803,107952,75501,Interactive route planning ,israel, 
1804,107958,75501,Maximizing restorable throughput in MPLS networks ,israel, 
1805,107960,75501,Mitigation of Inter-Cell Coupling Effects in NAND Flash Memory ,israel, 
1806,107961,76622,Internet-based technology for managing clinical trials ,israel, 
1807,107964,75501,Monitoring multi-variate threshold functions over distributed data streams ,israel, 
1808,107965,75501,Monitoring threshold functions over multiple nodes in distributed data sets ,israel, 
1809,108225,75501,Photonic-enabled ultra-high-speed RF analog-to-digital conversion ,israel, 
1810,108226,76622,Platform for the evaluation of macrophage reactivity in atherosclerosis and other inflammatory disorders ,israel, 
1811,108227,75501,Speckle-Noise elimination in holographic projection,israel, 
1812,108228,75501,Wideband analog to digital conversion and low rate baseband processing ,israel, 
1813,108343,105561,Projects at the Distributed Artificial Intelligence Lab ,israel, 
1814,108344,34811,A Structure Preserving Database Encryption Scheme Data Security,israel, 
1815,108345,34811,Atom Chip - Improved Methods for Production,israel, 
1816,108346,34811,Automatic Blur Correction ,israel, 
1817,108347,34811,Automatic evaluation of left ventricular function from echocardiographic images with LvTrack,israel, 
1818,108348,34811,Dual-Tracked Mobile Robot for Motion on Rough Terrain,israel, 
1819,108349,34811,Gecko Climbing robot for complex surfaces ,israel, 
1820,108350,34811,OmniLogos - Automated Application of Medical Knowledge to Clinical Data Accumulating Over Time ,israel, 
1821,108351,34811,Quadruped Robot Driven by Linear Actuators ,israel, 
1822,108352,34811,Santenna- Smart Antenna Network ,israel, 
1823,109023,34811,Thermoelectric Tactile Display,israel, 
1824,109024,34811,Unmanned Ground Vehicles ,israel, 
1825,109043,76622,Math4 - the mLearning way ,israel, 
1826,109044,76622,Neural Network Time Series Forecasting of Finite-Element Mesh Adaptation ,israel, 
1827,109045,76622,Real Time Pattern Matching Using Projection Kernels ,israel, 
1828,109083,76622,Reliable and efficient landmark-based localization for mobile robots ,israel, 
1829,109263,76622,"System and method for classifying, publishing, searching and locating electronic documents",israel, 
1830,109264,76622,Unmanned Aerial Vehicles (UAV) decision and control system ,israel, 
1831,109283,105341,Algorithm for User Activity Anticipation ,israel, 
1832,109284,105341,Display of High Dynamic Range Images on Conventional Displays ,israel, 
1833,109285,105341,Eye Gaze Correction for Video Conference ,israel, 
1834,109286,105341,Generating 3D video from standard 2D compressed video ,israel, 
1835,109287,105341,Smart Video Retargeting ,israel, 
1836,109643,37595,Hydrogels encapsulating drug loaded optimized large multivesicular vesicles (LMVV) ,israel, 
1837,109663,37595,Use of CB2 Receptor Agonist for Promoting Neurogenesis ,israel, 
1838,109683,37595,Fast Image and Video Upscaling from Self-Examples ,israel, 
1839,109703,37595,Fast Generation of Blue-Noise Dithering & Halftoning ,israel, 
1840,109704,37595,Video Stabilization using Epipolar Geometry ,israel, 
1841,109743,75501,3D face recognition,israel, 
1842,109744,75501,Advanced query language for social networks ,israel, 
1843,109763,75501,Complex barycentric coordinates ,israel, 
1844,109783,75501,Cryo-probes optimal placement for cryo-surgical applications ,israel, 
1845,109784,75501,Efficient and general Voronoi diagrams algorithm ,israel, 
1846,110263,75501,Efficient real-time acquisition of textured 3D video,israel, 
1847,110283,75501,Fast Universal Synchronizers ,israel, 
1848,110284,75501,GeomCore - outstanding 3D graphics ,israel, 
1849,110303,75501,Hidden 2D images in 3D models ,israel, 
1850,110304,75501,Monitoring multi-variate threshold functions over distributed data streams ,israel, 
1851,110323,75501,Monitoring multi-variate threshold functions over distributed data streams ,israel, 
1852,110324,75501,Monitoring threshold functions over multiple nodes in distributed data sets ,israel, 
1853,110325,75501,Multi-core XML query processing ,israel, 
1854,110326,75501,Online Reconstruction of 3D Objects from Arbitrary Cross-Section Data ,israel, 
1855,110327,75501,PIXSAR: Disk reclustering for faster XML databases ,israel, 
1856,110328,75501,Optimal measurement technique of variable arrays ,israel, 
1857,110443,75501,Protection of copyrighted material on the web,israel, 
1858,110444,75501,Saliency Algorithm: Automatic puzzle-like photo collage maker ,israel, 
1859,110445,75501,Social networks interaction protocol ,israel, 
1860,110446,75501,Super resolution with no explicit motion estimation ,israel, 
1861,110447,75501,Texture and image interpolation using Markov models ,israel, 
1862,110448,75501,Texture mapping of 3-D models using casual images ,israel, 
1863,110463,75501,Texture mapping of 3-D models using casual images ,israel, 
1864,110464,75501,Three-dimensional video scanner ,israel, 
1865,110465,75501,Video-based livestock health monitoring,israel, 
1866,110466,75501,XPathL logical language for integrating relational and XML databases ,israel, 
1867,110723,75501,Agile kill vehicle against ballistic missiles,israel, 
1868,110743,75501,Automated detection of tunnel excavation ,israel, 
1869,110744,75501,Autonomous control scheme for unmanned aerial vehicle flocks ,israel, 
1870,110745,75501,Compact direction finding antenna ,israel, 
1871,110746,75501,"Highly sensitive, real-time structural monitoring ",israel, 
1872,110747,75501,Novel hypergolic fuel,israel, 
1873,110748,75501,Source of intense coherent high-frequency radiation ,israel, 
1874,110749,75501,Three-dimensional video scanner ,israel, 
1875,110750,105561,Motion Detection System and Method -Optical Microphone ,israel, 
1876,110751,105561,Motion Detection System and Method -Optical Microphone ,israel, 
1877,110763,37595,A Universal Target for siRNA Gene Silencing and Inhibition of Viral Propagation ,israel, 
1878,110764,75501,Active detection of asymmetry in turbomachinery via asynchronous excitation ,israel, 
1879,110765,37595,Bisphosphonates,israel, 
1880,110766,105561,Colossal Magnetoresistive Thin Films ,israel, 
1881,110767,37595,Dralgo: Reducing Drug Design and Development Time,isarel, 
1882,110768,75501,"Highly sensitive, real-time structural monitoring ",israel, 
1883,110843,75501,Increased life for gas filters using acoustic fields ,israel, 
1884,110844,37595,"Laboratory of Neuropharmacology, Neurotoxicology and Neural Engineering ",israel, 
1885,110846,37595,Libraries of Drug Candidates from Peptides and Proteins ,israel, 
1886,110847,37595,Microarray that Reveals Histone Profile of Cells or Tissue ,israel, 
1887,110848,75501,Negative fullerene ion beams generation - method and apparatus ,israel, 
1888,110849,75501,Novel and powerful enhancement of measurement systems’ resolution,israel, 
1889,110850,37595,"Phosphonates, Bisphosphonates and Pharmaceutical Compositions ",israel, 
1890,110851,37595,PNA-Based Gene Inhibitors,israel, 
1891,110852,34811,Quadruped Robot Driven by Linear Actuators ,israel, 
1892,110853,75501,Recovering object visibility and structure in a scattering medium when using artificial illumination,israel, 
1893,110863,75501,Self Balancing Motorcycle ,israel, 
1894,110864,75501,Source of intense coherent high-frequency radiation ,israel, 
1895,110865,37595,Superfast Identification of Reliable Drug Candidates: Discovering Inhibitors of Acetylcholinesterase for Potential Treatment of Alzheimer’s Disease ,israel, 
1896,110866,37595,Ubiquitin-Ligase As A Potential Drug Target ,israel, 
1897,110883,37595,Ubiquitin-Ligase As A Potential Drug Target ,israel, 
1898,110884,34811,Unmanned Ground Vehicles ,israel, 
1899,111023,105561,Auto Fluorescent Nucleotides for Nucleic Acid Identification,israel, 
1900,111024,105561,Biological Glue based on Thrombin Conjugated Nanoparticles ,israel, 
1901,111025,105561,Conditioned Medium of Cyanobacterium for use in Inhibiting Biofilm Formation ,israel, 
1902,111026,34885,High-throughput Test System for Therapeutics Directed Against Nervous System- Attacking Viruses,israel, 
1903,111043,105561,Inorganic Boranophosphate Salts ,israel, 
1904,111044,34811,3-D Aragonite Biomatrix,israel, 
1905,111063,34811,A Novel Tool for Increased Prawn Production,israel, 
1906,111064,34811,An Innovative Antisense Therapy of Arthritis,israel, 
1907,111065,34811,BioPen A-Rapid Point-of-Care Diagnostics ,israel, 
1908,111066,34811,Calcium Binding Proteins as Biomarkers for Osteoporosis,israel, 
1909,111284,76622,Genotype-independent plant genetic transformation based on the pollination pathway ,israel, 
1910,111323,76622,MMPI-2,Israel, 
1911,111324,76622,Salt Stress Tolerant Organisms ,Israel, 
1912,111326,105341,A novel behavioral bioassay for preclinical testing and characterization of CNS agents ,Israel, 
1913,111327,105341,A Novel Catalyst Technology for the Polymerization of Alpha -Olefins ,Israel, 
1914,111328,105341,A novel system for rapid fluorescence detection of non-amplified nucleic acid sequences ,Israel, 
1915,111329,105341,A Potential Target For Discovery and Development of Novel Antiviral Agents Against Porcine Endogenous Retrovirus ,Israel, 
1916,111463,105341,GSK-3 inhibitors for the Treatment of Insulin Resistance-Related Diseases ,Israel, 
1917,111465,105341,Guided Regeneration Gel: A novel biocompatible hydrogel for peripheral nerve reconstruction and wound healing ,Israel, 
1918,111466,105341,Guided Regeneration Gel: A novel biocompatible hydrogel for peripheral nerve reconstruction and wound healing ,Israel, 
1919,111467,105341,HDACIvir´s- Novel anticancer agents ,Israel, 
1920,111483,105341,Increased Fungal Biomass for Bio Ethanol Production ,Israel, 
1921,111484,105341,New Bioactive Marine Sponge-Derived Natural Compounds ,Israel, 
1922,111485,105341,Novel anti cancer drug for the treatment of Brain tumors and multi drug resistant cancer ,Israel, 
1923,111503,105341,Novel Bioemulsifier for the Formulation Industry ,Israel, 
1924,111523,105341,Novel oral formulation of Insulin ,Israel, 
1925,111645,38726,"White, Single, or Multi-Color LED by Recycling Guided Modes",Santa Barbara, 
1926,111646,38726,Mirrorless LED with High Luminous Efficiency,Santa Barbara, 
1927,111748,105341,Oncomir expression directed targeted chemotherapy ,Israel, 
1928,111749,105341,Over-Expression of Membrane Proteins in Bacterial System ,Israel, 
1929,111750,105341,Self Assembled Peptide Hydrogel ,Israel, 
1930,111751,105341,Self Assembling Peptide Nanostructures ,Israel, 
1931,111753,75501,3D vascularized pancreatic islets - for islets transplantation ,Israel, 
1932,111763,75501,A technique for phosphate removal from water solutions and its recovery by using nano-adsorbent ,Israel, 
1933,111764,75501,An antibody fragment capable of modulating multidrug resistance ,Israel, 
1934,111929,75501,An innovative electrospinning technology for fabricating non-woven tissue engineered albumin-based constructs ,Israel, 
1935,111943,75501,Anti inflammatory compositions and the uses thereof ,Israel, 
1936,111944,75501,Bacterial DNA fingerprint detection ,Israel, 
1937,111945,75501,Bifunctional antibiotics for targeting rRNA and resistance-causing enzymes ,Israel, 
1938,111946,75501,Biological brine denitrification ,Israel, 
1939,111947,75501,Chemical exposure measurement device (polymeric film sensor for polycyclic aromatic hydrocarbons) ,Israel, 
1940,111948,75501,Chest tube and automatic insertion system ,Israel, 
1941,111949,75501,Compositions and methods for treating disorders associated with abnormal phosphate metabolism ,Israel, 
